序号,招聘信息ID,企业名称,招聘岗位,招聘人数,工作经验,最低工资,最高工资,工作性质,工资结算方式,招聘信息发布时间,招聘信息更新时间,职位关键词,学历要求,企业类型,企业人数规模,企业所在行业,工作地点,工作地点省编码,工作地点市编码,工作地点区编码
137,1537270370250391552,方圆地产,集团总部-高级数据分析师,2,3-5年,13000,16000,2,1,,2022-06-16 11:06,互联网/地产,3,民营公司,10000人以上,互联网/地产,广东省广州市,,,
138,1536981426581405696,鹿菲儿电商,电商数据分析,2,1-3年,10000,15000,2,1,,2022-06-15 15:58,互联网/电商,3,民营公司,50-100人,互联网/电子商务,广东省广州市,,,
139,1536666675389267968,侨益物流,数据分析师,6,经验不限,5000,10000,2,1,,2022-06-14 19:07,互联网/物流,3,民营公司,50-100人,互联网/物流,广东省广州市,,,
140,1535084662261678081,有酱网络,产品专员,3,1-3年,6000,15000,2,1,,2022-06-10 10:21,互联网/电商,3,上市公司,150-500人,互联网/电商,广东省广州市,,,
141,1535084662261678080,有酱网络,商业分析师/数据分析师,2,3-5年,8000,19000,2,1,,2022-06-10 10:21,互联网/电商,3,上市公司,150-500人,互联网/电商,广东省广州市,,,
142,1534726011038597121,医博信息,BI工程师,6,经验不限,6000,12000,2,1,,2022-06-09 10:36,互联网/医疗,3,民营公司,50-100人,互联网/医疗,广东省广州市,,,
143,1534726011038597120,医博信息,大数据架构师,1,5-7年,12000,30000,2,1,,2022-06-09 10:36,互联网/医疗,3,民营公司,50-100人,互联网/医疗,广东省广州市,,,
144,1534374988734398465,小蝌蚪电商,国际物流客服专员,10,1-3年,4500,6000,2,1,,2022-06-08 11:21,互联网/电商,2,上市公司,150-500人,互联网/电商,广东省广州市,,,
145,1534374988734398464,小蝌蚪电商,数据分析师,2,经验不限,6000,12000,2,1,,2022-06-08 11:21,互联网/电商,3,上市公司,150-500人,互联网/电商,广东省广州市,,,
146,1534029960224833537,华南高新,试验检测工程（员）师,10,经验不限,4500,6000,2,1,,2022-06-07 12:30,互联网/水利,3,民营公司,10000人以上,互联网/水利,广东省广州市,,,
147,1534029960224833536,华南高新,水利大数据分析师,7,经验不限,2000,10000,2,1,,2022-06-07 12:30,互联网/水利,3,民营公司,10000人以上,互联网/水利,广东省广州市,,,
148,1533666567169114112,卡普瑞,数据分析师,3,1-3年,6000,12000,2,1,,2022-06-06 12:26,互联网/环境,3,民营公司,10000人以上,互联网/环境,广东省广州市,,,
149,1533655639111368706,网易,IT运维经理,5,3-5年,10000,12000,2,1,,2022-06-06 11:42,互联网/计算机,3,民营公司,10000人以上,互联网/计算机,广东省广州市,,,
150,1533655639111368705,网易,影视动画设计师,1,1-3年,13000,26000,2,1,,2022-06-06 11:42,互联网/计算机,3,民营公司,10000人以上,互联网/计算机,广东省广州市,,,
151,1533655639111368704,网易,高级数据分析师（成人教育方向）,1,3-5年,12000,20000,2,1,,2022-06-06 11:42,互联网/计算机,3,民营公司,10000人以上,互联网/计算机,广东省广州市,,,
152,1531570545265606658,老百姓大药房,pmo项目经理,5,3-5年,15000,30000,2,1,,2022-05-31 17:37,互联网/医疗,3,民营公司,10000人以上,互联网/医疗,广东省广州市,,,
153,1531570545265606657,老百姓大药房,HRIS,1,1-3年,12000,20000,2,1,,2022-05-31 17:37,互联网/医疗,3,民营公司,10000人以上,互联网/医疗,广东省广州市,,,
154,1531570545265606656,老百姓大药房,bi数据分析师,2,7年以上,18000,35000,2,1,,2022-05-31 17:37,互联网/医疗,3,民营公司,10000人以上,互联网/医疗,广东省广州市,,,
155,1531566491487567874,华路交通,桥梁工程师,1,7年以上,14000,18000,2,1,,2022-05-31 17:21,互联网/计算机,3,民营公司,150-500人,互联网/计算机,广东省广州市,,,
156,1531566491487567873,华路交通,助理检测师,1,经验不限,5000,8000,2,1,,2022-05-31 17:21,互联网/计算机,3,民营公司,150-500人,互联网/计算机,广东省广州市,,,
157,1531566491487567872,华路交通,桥梁健康监测数据分析师,3,7年以上,25000,45000,2,1,,2022-05-31 17:21,互联网/计算机,3,民营公司,150-500人,互联网/计算机,广东省广州市,,,
158,1531538660653137921,白云信息,技术管理岗,1,3-5年,14000,18000,2,1,,2022-05-31 15:30,互联网/电商,3,民营公司,5000-10000人,互联网/电商,广东省广州市,,,
159,1531538660653137920,白云信息,产品实施工程师,1,1-3年,10000,15000,2,1,,2022-05-31 15:30,互联网/电商,3,民营公司,5000-10000人,互联网/电商,广东省广州市,,,
160,1531538660648943616,白云信息,大数据工程师,3,3-5年,15000,30000,2,1,,2022-05-31 15:30,互联网/电商,3,民营公司,5000-10000人,互联网/电商,广东省广州市,,,
161,1531529924005986305,快塑电商,质检工程师,1,3-5年,4000,5000,2,1,,2022-05-31 14:56,互联网/电商,3,民营公司,5000-10000人,互联网/电商,广东省广州市,,,
162,1531529924005986304,快塑电商,物流招商经理,1,1-3年,10000,15000,2,1,,2022-05-31 14:56,互联网/电商,3,民营公司,5000-10000人,互联网/电商,广东省广州市,,,
163,1531529924001792000,快塑电商,数据分析师,3,3-5年,8000,10000,2,1,,2022-05-31 14:56,互联网/电商,3,民营公司,5000-10000人,互联网/电商,广东省广州市,,,
164,1531164623888318466,兴悦时代,人力资源经理,1,3-5年,8000,10000,2,1,,2022-05-30 14:44,互联网/大数据,3,民营公司,少于50人,互联网/大数据,广东省广州市,,,
165,1531164623888318465,兴悦时代,会计,1,1-3年,5000,6500,2,1,,2022-05-30 14:44,互联网/大数据,3,民营公司,少于50人,互联网/大数据,广东省广州市,,,
166,1531164623888318464,兴悦时代,BI数据分析师,3,3-5年,15000,20000,2,1,,2022-05-30 14:44,互联网/大数据,3,民营公司,少于50人,互联网/大数据,广东省广州市,,,
167,1531123636138803201,多益网络,游戏研发工程师,2,3-5年,25000,30000,2,1,,2022-05-30 12:01,互联网/游戏,3,民营公司,10000人以上,互联网/游戏,广东省广州市,,,
168,1531123636138803200,多益网络,软件开发工程师,5,1-3年,5000,6500,2,1,,2022-05-30 12:01,互联网/游戏,3,民营公司,10000人以上,互联网/游戏,广东省广州市,,,
169,1531123636134608896,多益网络,大数据开发工程师,6,经验不限,15000,22000,2,1,,2022-05-30 12:01,互联网/游戏,3,民营公司,10000人以上,互联网/游戏,广东省广州市,,,
170,1528930787796320258,茂硕科技,工业大数据工程师,2,3-5年,25000,30000,2,1,,2022-05-24 10:48,互联网/制造业,3,民营公司,5000-10000人,互联网/制造,广东省广州市,,,
171,1528930787796320257,茂硕科技,研发文员,4,1-3年,5000,6500,2,1,,2022-05-24 10:48,互联网/制造业,1,民营公司,5000-10000人,互联网/制造,广东省广州市,,,
172,1528930787796320256,茂硕科技,嵌入式软件实习生,3,经验不限,4000,7000,2,1,,2022-05-24 10:48,互联网/制造业,3,民营公司,5000-10000人,互联网/制造,广东省广州市,,,
173,1528570603106336769,森能投资,数据分析师,2,3-5年,15000,27000,2,1,,2022-05-23 10:56,互联网/金融,3,民营公司,50-100人,互联网/金融,广东省广州市,,,
174,1528570603106336768,森能投资,测试工程师,4,经验不限,5000,8000,2,1,,2022-05-23 10:56,互联网/金融,2,民营公司,50-100人,互联网/金融,广东省广州市,,,
175,1528570603102142464,森能投资,JAVA工程师,3,经验不限,7000,12000,2,1,,2022-05-23 10:56,互联网/金融,3,民营公司,50-100人,互联网/金融,广东省广州市,,,
176,1527491662845181952,大牛教育,数据分析师,2,经验不限,15000,17000,2,1,,2022-05-20 11:29,互联网/教育,3,民营公司,50-100人,互联网/教育,广东省广州市,,,
177,1527491662840987649,大牛教育,平面设计师,4,3-5年,10000,13000,2,1,,2022-05-20 11:29,互联网/教育,2,民营公司,50-100人,互联网/教育,广东省广州市,,,
178,1527491662840987648,大牛教育,内训师,3,经验不限,8000,9500,2,1,,2022-05-20 11:29,互联网/教育,3,民营公司,50-100人,互联网/教育,广东省广州市,,,
179,1526834259040534529,凝新科技,数据分析,2,经验不限,5500,8500,2,1,,2022-05-18 15:57,互联网/软件,3,民营公司,50-100人,互联网/软件,广东省广州市,,,
180,1526834259040534528,凝新科技,技术支持,4,经验不限,4500,6500,2,1,,2022-05-18 15:57,互联网/软件,2,民营公司,50-100人,互联网/软件,广东省广州市,,,
181,1526834259036340224,凝新科技,java开发岗,3,经验不限,3500,6000,2,1,,2022-05-18 15:57,互联网/软件,3,民营公司,50-100人,互联网/软件,广东省广州市,,,
182,1526753815716560898,贺氏办公,数据标注工程师,3,经验不限,3500,5500,2,1,,2022-05-18 10:37,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
183,1526753815716560897,贺氏办公,Java软件开发工程师,6,经验不限,5500,9000,2,1,,2022-05-18 10:37,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
184,1526753815716560896,贺氏办公,前端工程师 ,7,经验不限,5000,8500,2,1,,2022-05-18 10:37,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
185,1526385187066347520,皓岚信息,前端开发工程师（实习生） ,7,经验不限,3500,6500,2,1,,2022-05-17 10:12,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
186,1526028377780256771,凤凰互动,资深游戏数据分析师,4,5-7年,15000,25000,2,1,,2022-05-16 10:34,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
187,1526028377780256770,凤凰互动,游戏服务端开发,3,3-5年,8000,10000,2,1,,2022-05-16 10:34,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
188,1526028377780256769,凤凰互动,游戏策划实习生,5,经验不限,3000,4590,2,1,,2022-05-16 10:34,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
189,1526028377780256768,凤凰互动,游戏测试,3,3-5年,4000,5000,2,1,,2022-05-16 10:34,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
190,1525006403364847617,麦贝科技,数据分析师,5,经验不限,5000,7000,2,1,,2022-05-13 14:53,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
191,1525006403364847616,麦贝科技,JAVA工程师,3,3-5年,15000,17000,2,1,,2022-05-13 14:53,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
192,1524992426459136003,尚阳科技,管理培训生（数据标注方向）,22,经验不限,5000,7000,2,1,,2022-05-13 13:58,互联网/软件,2,民营公司,150-500人,互联网/软件,广东省广州市,,,
193,1524992426459136002,尚阳科技,管理培训生（软件研发方向）,39,经验不限,5000,7000,2,1,,2022-05-13 13:58,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
194,1524992426459136001,尚阳科技,管理培训生（技术支持方向）,15,经验不限,5000,7000,2,1,,2022-05-13 13:58,互联网/软件,2,民营公司,150-500人,互联网/软件,广东省广州市,,,
195,1524992426459136000,尚阳科技,管理培训生（销售方向）,20,经验不限,5000,7000,2,1,,2022-05-13 13:58,互联网/软件,2,民营公司,150-500人,互联网/软件,广东省广州市,,,
196,1524956737138982913,科迈医疗,数据分析师,3,经验不限,17000,19000,2,1,,2022-05-13 11:36,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
197,1524956737138982912,科迈医疗,销售助理/销售代表 ,20,经验不限,5500,6500,2,1,,2022-05-13 11:36,互联网/软件,2,民营公司,500-1000人,互联网/软件,广东省广州市,,,
198,1524956737134788608,科迈医疗,.NET开发工程师,3,经验不限,16500,18000,2,1,,2022-05-13 11:36,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
199,1524956737130594304,科迈医疗,实施工程师 ,2,经验不限,10000,15000,2,1,,2022-05-13 11:36,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
200,1524956737126400000,科迈医疗,NET开发（实习生/应届生）,2,经验不限,6000,12000,2,1,,2022-05-13 11:36,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
201,1523853950653169666,汇聚电子,数据库管理员,3,经验不限,7000,9000,2,1,,2022-05-10 10:34,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
202,1523853950653169665,汇聚电子,运维工程师,7,经验不限,5500,6500,2,1,,2022-05-10 10:34,互联网/软件,2,民营公司,500-1000人,互联网/软件,广东省广州市,,,
203,1523853950653169664,汇聚电子,测试工程师,3,经验不限,6500,8000,2,1,,2022-05-10 10:34,互联网/软件,2,民营公司,500-1000人,互联网/软件,广东省广州市,,,
204,1523853950648975361,汇聚电子, JAVA开发工程师,2,经验不限,10000,15000,2,1,,2022-05-10 10:34,互联网/软件,2,民营公司,500-1000人,互联网/软件,广东省广州市,,,
205,1523853950648975360,汇聚电子,前端开发工程师,4,经验不限,6000,12000,2,1,,2022-05-10 10:34,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
206,1523505369165463552,六度科技,实施顾问,3,经验不限,5000,6500,2,1,,2022-05-09 11:29,互联网/软件,2,民营公司,500-1000人,互联网/软件,广东省广州市,,,
207,1523505369161269249,六度科技, 技术支持,4,经验不限,5000,6000,2,1,,2022-05-09 11:29,互联网/软件,2,民营公司,500-1000人,互联网/软件,广东省广州市,,,
208,1523505369161269248,六度科技,数据分析,6,经验不限,5000,8000,2,1,,2022-05-09 11:29,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
209,1522855604979367936,海中信科,实施顾问,3,经验不限,6000,8000,2,1,,2022-05-07 16:27,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
210,1522855604975173635,海中信科, 技术支持,4,经验不限,5000,7000,2,1,,2022-05-07 16:27,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
211,1522855604975173634,海中信科,销售代表,6,经验不限,5000,8000,2,1,,2022-05-07 16:27,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
212,1522855604975173633,海中信科,售后和实施工程师,4,经验不限,5000,7000,2,1,,2022-05-07 16:27,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
213,1522855604975173632,海中信科,JAVA开发工程师,3,经验不限,9000,12000,2,1,,2022-05-07 16:27,互联网/软件,3,民营公司,150-500人,互联网/软件,广东省广州市,,,
214,1522786179546742787,艮业信息,大数据开发工程师,3,经验不限,20000,25000,2,1,,2022-05-07 11:51,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
215,1522786179546742786,艮业信息,Java高级开发工程师,4,经验不限,12000,15000,2,1,,2022-05-07 11:51,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
216,1522786179546742785,艮业信息,Java高级开发工程师,6,经验不限,5000,6000,2,1,,2022-05-07 11:51,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
217,1522786179546742784,艮业信息,项目负责人,4,经验不限,5000,6000,2,1,,2022-05-07 11:51,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
218,1522786179542548480,艮业信息,Java初级开发工程师,3,经验不限,5000,6000,2,1,,2022-05-07 11:51,互联网/软件,3,民营公司,500-1000人,互联网/软件,广东省广州市,,,
219,1522088865739964418,棒谷科技,JAVA工程师,3,经验不限,5000,10000,2,1,,2022-05-05 13:40,“互联网”/”电商”,3,民营公司,1000-5000人,互联网/电商,广东省广州市,,,
220,1522088865739964417,棒谷科技,php工程师,7,经验不限,6000,8500,2,1,,2022-05-05 13:40,“互联网”/”电商”,3,民营公司,1000-5000人,互联网/电商,广东省广州市,,,
