序号,招聘信息ID,企业名称,招聘岗位,招聘人数,工作经验,最低工资,最高工资,工作性质,工资结算方式,招聘信息发布时间,招聘信息更新时间,职位关键词,学历要求,企业类型,企业人数规模,企业所在行业,工作地点,工作地点省编码,工作地点市编码,工作地点区编码
1346,1482185263353561093,数字广东,数据治理工程师,2,5,15000,25000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州海珠区,,,
1347,1482185263353561092,数字广东,大数据产品经理,3,10,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州海珠区,,,
1348,1482185263353561091,数字广东,高级大数据产品经理,3,5,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1349,1482185263353561090,数字广东,高级大数据产品经理,2,5,20000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1350,1482185263353561089,苏州百捷信息科技有限公司,数据分析专员,2,1,4000,5000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1351,1482185263353561088,苏州百捷信息科技有限公司,高级数据分析师,3,3,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州黄埔区,,,
1352,1482185263349366791,苏州百捷信息科技有限公司,高级数据分析师,3,3,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州黄埔区,,,
1353,1482185263349366790,索菲亚家居,数据分析师,2,3,5000,8000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1354,1482185263349366789,索菲亚家居,数据分析师,2,3,5000,8000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1355,1482185263349366788,索菲亚家居,产品经理（家具）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州海珠区,,,
1356,1482185263349366787,索芙特易购网络科技有限公司,数据分析师,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1357,1482185263349366786,探迹科技,nlp算法工程师,2,3,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州番禺区,,,
1358,1482185263349366785,探迹科技,产品经理,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州番禺区,,,
1359,1482185263349366784,汤臣倍健药业有限公司,数据分析专员,3,1,8000,12000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1360,1482185135683141643,腾讯,WXG11-微信读书算法工程师（自然语言处理方向）（广州）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1361,1482185135683141642,腾讯,WXG03-微信公众平台NLP算法工程师（广州）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1362,1482185135683141641,腾讯,WXG01-微信视频号内容理解CV/NLP算法工程师（广州/深圳）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1363,1482185135683141640,腾讯,41071-腾讯会议NLP算法工程师（广州）,3,3,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1364,1482185135683141639,腾讯,WXG08-微信搜一搜NLP算法工程师（北京/广州）（广州）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1365,1482185135683141638,腾讯,WXG01-微信基础业务数据分析师（广州）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1366,1482185135683141637,腾讯,WXG02-微信专家数据分析师（广州）,2,5,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1367,1482185135683141636,腾讯,WXG10-企业微信数据分析师（广/深/成）-广州,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1368,1482185135683141635,腾讯,WXG12-微信安全视频号直播数据分析师（广州）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1369,1482185135683141634,腾讯,WXG01-微信视频号数据分析师,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1370,1482185135683141633,腾讯,WXG01-微信视频号直播数据分析师,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1371,1482185135683141632,腾讯,WXG01-微信视频号数据分析师（用户增长方向）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1372,1482185135678947333,腾讯,WXG11-微信读书数据分析师（用户分析方向）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1373,1482185135678947332,腾讯,WXG11-微信读书数据分析师（内容分析方向）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1374,1482185135678947331,腾讯,WXG01-微信基础业务数据分析师（广州）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1375,1482185135678947330,腾讯,WXG02-微信专家数据分析师（广州）,3,5,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1376,1482185135678947329,腾讯,WXG10-企业微信数据分析师（广/深/成）-广州,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1377,1482185135678947328,腾讯,WXG12-微信安全视频号直播数据分析师（广州）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1378,1482185135674753034,腾讯,WXG01-微信视频号数据分析师,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1379,1482185135674753033,腾讯,WXG01-微信视频号直播数据分析师,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1380,1482185135674753032,腾讯,WXG01-微信视频号数据分析师（用户增长方向）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1381,1482185135674753031,腾讯,WXG11-微信读书数据分析师（用户分析方向）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1382,1482185135674753030,腾讯,WXG11-微信读书数据分析师（内容分析方向）,2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1383,1482185135674753029,腾讯,WXG10-211 企业微信产品运营经理（数据/增长，广州）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1384,1482185135674753028,腾讯,WXG10-企业微信产品运营经理（数据分析方向）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1385,1482185135674753027,腾讯,WXG03-小程序产品经理(数据分析方向),2,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1386,1482185135674753026,腾讯,WXG12-数据合规产品运营经理（广州）,2,3,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1387,1482185135674753025,腾讯,WXG03-微信公众平台数据策略产品经理（广州）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1388,1482185135674753024,腾讯,WXG10-企业微信数据策略产品经理（广州/深圳/成都）（广州）,3,1,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1389,1482185135670558727,腾讯,WXG01-微信数据平台产品经理,2,3,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1390,1482185135670558726,腾讯,CSIG08-数据产品经理,2,3,10000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1391,1482185135670558725,腾讯音乐娱乐集团,NLP算法工程师,3,0,30000,45000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1392,1482185135670558724,同溢堂药业有限公司,PYTHON爬虫数据分析师,3,0,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1393,1482185135670558723,同溢堂药业有限公司,PYTHON爬虫数据分析师,2,0,10000,15000,2,1,,2022-01-15 10:57,数据,2,合资,50-100人,互联网,广州,,,
1394,1482185135670558722,网易集团,高级数据分析师（人力资源BI分析师）,2,0,15000,40000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1395,1482185135670558721,网易集团,NLP 算法工程师,3,1,25000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1396,1482185135670558720,网易集团,招聘运营专员-数据分析方向,3,3,5000,8000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1397,1482185135666364424,网易集团,数据分析师,2,3,20000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1398,1482185135666364423,网易集团,游戏数据分析师,2,3,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1399,1482185135666364422,网易集团,数据分析师（用户方向）,3,3,20000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1400,1482185135666364421,网易集团,数据分析师（营收方向）,3,3,20000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1401,1482185135666364420,网易集团,数据分析师,2,3,20000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1402,1482185135666364419,网易集团,游戏数据分析师,2,3,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1403,1482185135666364418,网易集团,数据分析师（用户方向）,3,3,20000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1404,1482185135666364417,网易集团,数据分析师（营收方向）,3,3,20000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1405,1482185135666364416,网易集团,数据中台实施项目经理,2,5,25000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1406,1482185135662170112,网易集团,高级产品经理（数据平台）,2,1,13000,25000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1407,1482185072458203136,唯品会(中国),运营专员（数据分析）,3,1,7000,13000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1408,1482185072454008845,唯品会(中国),数据分析专员（内审-反舞弊方向）(027932),3,1,8000,15000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1409,1482185072454008844,唯品会(中国),资深数据分析师/数据分析经理,2,5,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1410,1482185072454008843,唯品会(中国),高级/资深数据分析师（行业研究方向）(028079),2,5,18000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1411,1482185072454008842,唯品会(中国),金融贷后催收数据分析师,3,3,10000,20000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1412,1482185072454008841,唯品会(中国),资深数据分析师/数据分析经理,3,5,20000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1413,1482185072454008840,唯品会(中国),资深数据分析师/数据分析经理,2,5,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1414,1482185072454008839,唯品会(中国),高级/资深数据分析师（行业研究方向）(028079),2,5,18000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1415,1482185072454008838,唯品会(中国),金融贷后催收数据分析师,3,3,10000,20000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1416,1482185072454008837,唯品会(中国),资深数据分析师/数据分析经理,3,5,20000,35000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1417,1482185072454008836,唯品会(中国),数据产品经理,2,1,15000,30000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州,,,
1418,1482185072454008835,维达商贸有限公司,电商数据分析师（行业分析）,2,1,8000,12000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1419,1482185072454008834,维达商贸有限公司,电商数据分析师（人群运营）,3,1,8000,12000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1420,1482185072454008833,维达商贸有限公司,电商数据分析师（行业分析）,3,1,8000,12000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1421,1482185072454008832,维达商贸有限公司,电商数据分析师（人群运营）,2,1,8000,12000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1422,1482185072449814531,维他奶,数据分析师,2,1,8000,13000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1423,1482185072449814530,维他奶,数据分析师,3,1,8000,13000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1424,1482185072449814529,温氏股份,数据产品经理,3,0,20000,25000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1425,1482185072449814528,无限极,数据产品经理,2,3,13000,18000,2,1,,2022-01-15 10:57,数据,3,合资,50-100人,互联网,广州天河区,,,
1426,1482185001910009857,武汉科略数据科技有限公司,数据分析师,2,1,10000,12000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1427,1482185001910009856,武汉科略数据科技有限公司,数据分析师,3,0,7000,12000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1428,1482185001905815557,武汉科略数据科技有限公司,数据分析师,3,0,10000,15000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州,,,
1429,1482185001905815556,武汉科略数据科技有限公司,数据分析师,2,1,10000,12000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1430,1482185001905815555,武汉科略数据科技有限公司,数据分析师,2,0,7000,12000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州黄埔区,,,
1431,1482185001905815554,武汉科略数据科技有限公司,数据分析师,3,0,10000,15000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州,,,
1432,1482185001905815553,屈臣氏,审计专员（数据分析方向）,3,3,8000,10000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州,,,
1433,1482185001905815552,屈臣氏,审计专员（数据分析方向）,2,3,8000,10000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州,,,
1434,1482185001901621256,屈臣氏,数据分析专员,2,1,7000,12000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州,,,
1435,1482185001901621255,屈臣氏,高级数据分析师,3,5,30000,50000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州越秀区,,,
1436,1482185001901621254,屈臣氏,高级数据分析师,3,5,30000,50000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州越秀区,,,
1437,1482185001901621253,屈臣氏,产品经理（大数据）,2,3,10000,17000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州越秀区,,,
1438,1482185001901621252,屈臣氏,产品经理（数据中台）,2,1,10000,17000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州越秀区,,,
1439,1482185001901621251,屈臣氏,数据产品经理,3,5,16000,25000,2,1,,2022-01-15 10:56,数据,2,合资,50-100人,互联网,广州越秀区,,,
1440,1482185001901621250,屈臣氏,数据产品经理,3,0,8000,14000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州越秀区,,,
1441,1482185001901621249,屈臣氏,数据产品经理/产品经理（B端）,2,3,9000,15000,2,1,,2022-01-15 10:56,数据,2,合资,50-100人,互联网,广州越秀区,,,
1442,1482185001901621248,屈臣氏,数据产品经理（数据治理方向）,2,3,10000,20000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州,,,
1443,1482185001897426945,手盟网络,数据分析师,3,1,10000,16000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州天河区,,,
1444,1482185001897426944,手盟网络,数据分析师,3,1,10000,16000,2,1,,2022-01-15 10:56,数据,3,合资,50-100人,互联网,广州天河区,,,
1445,1482184690805899264,高德置地控股有限公司,大数据产品经理,2,5,15000,25000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州,,,
1446,1482184690801704960,新东方教育科技集团有限公司,薪酬绩效专员（数据分析方向）,3,1,6000,8000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州,,,
1447,1482184690797510664,新东方教育科技集团有限公司,数据分析专员,3,1,6000,9000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州,,,
1448,1482184690797510663,信用生活(广州)智能科技有限公司,数据分析师,2,1,13000,15000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州,,,
1449,1482184690797510662,信用生活(广州)智能科技有限公司,数据分析师,2,1,13000,15000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州,,,
1450,1482184690797510661,亿达信息技术有限公司,大数据分析师,2,3,15000,20000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州天河区,,,
1451,1482184690797510660,亿达信息技术有限公司,大数据分析师,2,3,15000,20000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州天河区,,,
1452,1482184690797510659,英氏婴童,商业数据分析专员,3,1,5000,7000,2,1,,2022-01-15 10:55,数据,2,合资,50-100人,互联网,广州,,,
1453,1482184690797510658,用友网络,高级产品经理,3,3,20000,35000,2,1,,2022-01-15 10:55,数据,3,合资,50-100人,互联网,广州,,,
